year,name,fraction,sex,rank
1888,John,0.071183,m,1
1888,Mary,0.062044,f,1
1888,William,0.067011,m,2
1888,Anna,0.026298,f,2
1888,James,0.042816,m,3
1888,Elizabeth,0.017018,f,3
1888,George,0.037812,m,4
1888,Emma,0.016295,f,4
1888,Charles,0.035341,m,5
1888,Margaret,0.015329,f,5
1888,Frank,0.026627,m,6
1888,Minnie,0.014009,f,6
1888,Joseph,0.02304,m,7
1888,Bertha,0.012932,f,7
1888,Robert,0.021662,m,8
1888,Florence,0.012901,f,8
1888,Harry,0.021239,m,9
1888,Ethel,0.012531,f,9
1888,Henry,0.019984,m,10
1888,Bessie,0.012024,f,10
1888,Edward,0.019014,m,11
1888,Clara,0.011771,f,11
1888,Thomas,0.018852,m,12
1888,Ida,0.011766,f,12
1888,Walter,0.015704,m,13
1888,Alice,0.011623,f,13
1888,Arthur,0.013163,m,14
1888,Annie,0.011549,f,14
1888,Fred,0.012817,m,15
1888,Grace,0.011032,f,15
1888,Albert,0.01207,m,16
1888,Helen,0.009749,f,16
1888,Clarence,0.007867,m,17
1888,Mabel,0.00966,f,17
1888,Samuel,0.007167,m,18
1888,Ella,0.009364,f,18
1888,Louis,0.006805,m,19
1888,Martha,0.009338,f,19
1888,Roy,0.006589,m,20
1888,Sarah,0.009264,f,20
1888,David,0.006166,m,21
1888,Nellie,0.009164,f,21
1888,Charlie,0.006128,m,22
1888,Edna,0.008905,f,22
1888,Joe,0.006074,m,23
1888,Lillian,0.008741,f,23
1888,Willie,0.006051,m,24
1888,Carrie,0.008694,f,24
1888,Benjamin,0.006012,m,25
1888,Laura,0.008572,f,25
1888,Richard,0.005943,m,26
1888,Pearl,0.008398,f,26
1888,Ernest,0.005897,m,27
1888,Rose,0.008393,f,27
1888,Will,0.005442,m,28
1888,Gertrude,0.007749,f,28
1888,Carl,0.005196,m,29
1888,Edith,0.00767,f,29
1888,Earl,0.005196,m,30
1888,Frances,0.007664,f,30
1888,Oscar,0.004981,m,31
1888,Cora,0.007564,f,31
1888,Jesse,0.004904,m,32
1888,Maude,0.007369,f,32
1888,Andrew,0.004734,m,33
1888,Louise,0.007042,f,33
1888,Sam,0.004673,m,34
1888,Eva,0.007015,f,34
1888,Daniel,0.004357,m,35
1888,Myrtle,0.006915,f,35
1888,Ralph,0.004211,m,36
1888,Hattie,0.006852,f,36
1888,Alfred,0.004126,m,37
1888,Jennie,0.006852,f,37
1888,Paul,0.004072,m,38
1888,Julia,0.00682,f,38
1888,Elmer,0.004057,m,39
1888,Mattie,0.006693,f,39
1888,Howard,0.003949,m,40
1888,Marie,0.00664,f,40
1888,Peter,0.003834,m,41
1888,Lillie,0.006593,f,41
1888,Frederick,0.003818,m,42
1888,Catherine,0.006398,f,42
1888,Herbert,0.003733,m,43
1888,Jessie,0.006334,f,43
1888,Grover,0.003649,m,44
1888,Lula,0.006192,f,44
1888,Raymond,0.00361,m,45
1888,Lena,0.006134,f,45
1888,Michael,0.003587,m,46
1888,Ada,0.005891,f,46
1888,Ben,0.003564,m,47
1888,Elsie,0.00587,f,47
1888,Lee,0.00331,m,48
1888,Agnes,0.005521,f,48
1888,Tom,0.003202,m,49
1888,Josephine,0.005284,f,49
1888,Lewis,0.003172,m,50
1888,Fannie,0.005231,f,50
